Time,Voltage
0,12.21
0.03,12.19
0.07,12.29
0.1,12.17
0.14,12.27
0.17,12.29
0.2,12.29
0.24,12.17
0.27,12.29
0.3,12.19
0.34,12.27
0.37,12.19
0.4,12.17
0.44,12.17
0.47,12.27
0.5,12.17
0.54,12.19
0.57,12.17
0.6,12.17
0.64,12.15
0.67,12.25
0.7,12.29
0.74,12.19
0.77,12.17
0.81,12.25
0.84,12.15
0.87,12.19
0.91,12.19
0.94,12.17
0.97,12.17
1.01,12.15
1.04,12.15
1.07,12.25
1.11,12.17
1.14,12.17
1.17,12.17
1.21,12.27
1.24,12.17
1.27,12.15
1.31,12.17
1.34,12.25
1.37,12.29
1.41,12.17
1.44,12.15
1.48,12.15
1.51,12.11
1.54,12.15
1.58,12.15
1.61,12.17
1.64,12.15
1.68,12.11
1.71,12.15
1.74,12.11
1.78,12.11
1.81,12.15
1.84,12.15
1.88,12.11
1.91,12.15
1.94,12.23
1.98,12.21
2.01,12.23
2.04,12.23
2.08,12.23
2.11,12.09
2.14,12.23
2.18,12.11
2.21,12.11
2.25,12.09
2.28,12.09
2.31,12.17
2.35,12.09
2.38,12.11
2.41,12.11
2.45,12.17
2.48,12.11
2.51,12.11
2.55,12.09
2.58,12.07
2.61,12.07
2.65,12.19
2.68,12.07
2.71,12.09
2.75,12.05
2.78,12.17
2.81,12.05
2.85,12.17
2.88,12.05
2.92,12.15
2.95,12.07
2.98,12.17
3.02,12.05
3.05,12.17
3.08,12.15
3.12,12.11
3.15,12.15
3.18,12.15
3.22,12.15
3.25,12.17
3.28,12.05
3.32,12.07
3.35,12.05
3.38,12.03
3.42,12.01
3.45,12.05
3.48,12.01
3.52,12.05
3.55,12.01
3.58,12.03
3.62,12.09
3.65,12.11
3.69,12.03
3.72,12.15
3.75,12.01
3.79,12.09
3.82,11.97
3.85,12.11
3.89,12.09
3.92,12.03
3.95,12.01
3.99,11.99
4.02,12.01
4.05,12.11
4.09,12.07
4.12,12.07
4.15,11.97
4.19,11.97
4.22,12.01
4.25,11.97
4.29,12.05
4.32,12.09
4.36,12.01
4.39,11.99
4.42,12.09
4.46,12.09
4.49,12.07
4.52,11.97
4.56,11.97
4.59,11.97
4.62,11.95
4.66,11.95
4.69,11.93
4.72,11.97
4.76,11.93
4.79,11.93
4.82,11.97
4.86,11.93
4.89,12.03
4.92,12.05
4.96,12.05
4.99,12.05
5.02,11.95
5.06,12.03
5.09,12.05
5.13,12.03
5.16,12.05
5.19,11.95
5.23,11.99
5.26,12.05
5.29,11.91
5.33,12.03
5.36,11.93
5.39,12.03
5.43,11.91
5.46,11.97
5.49,11.99
5.53,11.99
5.56,11.93
5.59,11.91
5.63,11.86
5.66,11.86
5.69,11.93
5.73,11.91
5.76,11.95
5.8,11.91
5.83,11.86
5.86,11.86
5.9,11.86
5.93,11.99
5.96,11.95
6,11.95
6.03,11.97
6.06,11.97
6.1,11.84
6.13,11.82
6.16,11.82
6.2,11.84
6.23,11.84
6.26,11.86
6.3,11.84
6.33,11.91
6.36,11.84
6.4,11.93
6.43,11.84
6.46,11.93
6.5,11.84
6.53,11.82
6.57,11.86
6.6,11.93
6.63,11.8
6.67,11.78
6.7,11.93
6.73,11.8
6.77,11.84
6.8,11.8
6.83,11.82
6.87,11.93
6.9,11.78
6.93,11.78
6.97,11.8
7,11.8
7.03,11.74
7.07,11.93
7.1,11.86
7.13,11.76
7.17,11.78
7.2,11.74
7.24,11.76
7.27,11.76
7.3,11.76
7.34,11.76
7.37,11.76
7.4,11.84
7.44,11.74
7.47,11.86
7.5,11.86
7.54,11.76
7.57,11.74
7.6,11.76
7.64,11.72
7.67,11.72
7.7,11.72
7.74,11.72
7.77,11.72
7.8,11.78
7.84,11.76
7.87,11.7
7.91,11.68
7.94,11.78
7.97,11.7
8.01,11.84
8.04,11.72
8.07,11.8
8.11,11.8
8.14,11.8
8.17,11.78
8.21,11.8
8.24,11.68
8.27,11.7
8.31,11.68
8.34,11.68
8.37,11.7
8.41,11.66
8.44,11.66
8.47,11.76
8.51,11.68
8.54,11.66
8.57,11.74
8.61,11.74
8.64,11.74
8.68,11.74
8.71,11.76
8.74,11.72
8.78,11.58
8.81,11.62
8.84,11.74
8.88,11.62
8.91,11.6
8.94,11.62
8.98,11.74
9.01,11.6
9.04,11.62
9.08,11.62
9.11,11.72
9.14,11.6
9.18,11.56
9.21,11.58
9.24,11.56
9.28,11.58
9.31,11.54
9.35,11.56
9.38,11.58
9.41,11.52
9.45,11.7
9.48,11.56
9.51,11.56
9.55,11.58
9.58,11.58
9.61,11.62
9.65,11.54
9.68,11.54
9.71,11.52
9.75,11.62
9.78,11.66
9.81,11.66
9.85,11.52
9.88,11.6
9.91,11.52
9.95,11.5
9.98,11.52
10.02,11.5
10.05,11.48
10.08,11.58
10.12,11.52
10.15,11.58
10.18,11.5
10.22,11.56
10.25,11.48
10.28,11.48
10.32,11.48
10.35,11.48
10.38,11.5
10.42,11.48
10.45,11.46
10.55,11.46
10.58,11.46
10.62,11.38
10.65,11.38
10.69,11.44
10.72,11.38
10.75,11.38
10.79,11.38
10.82,11.36
10.85,11.38
10.89,11.38
10.92,11.36
10.95,11.38
10.99,11.36
11.02,11.34
11.05,11.32
11.09,11.36
11.12,11.3
11.16,11.32
11.19,11.34
11.22,11.32
11.26,11.3
11.29,11.3
11.32,11.32
11.36,11.28
11.39,11.26
11.42,11.28
11.46,11.26
11.49,11.24
11.52,11.24
11.56,11.26
11.59,11.22
11.62,11.22
11.66,11.24
11.69,11.2
11.72,11.22
11.76,11.2
11.79,11.14
11.82,11.2
11.86,11.14
11.89,11.18
11.93,11.12
11.96,11.1
11.99,11.08
12.03,11.08
12.06,11.08
12.09,11.06
12.13,11.03
12.16,11.01
12.19,10.99
12.23,10.99
12.26,10.99
12.29,10.95
12.33,10.85
12.36,10.83
12.39,10.83
12.43,10.77
12.46,10.73
12.49,10.63
12.53,11.01
